GENDER,RACE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,AGE_continuous,DRIVING_EXPERIENCE_continuous,OUTCOME
male,majority,none,upper class,0.739121392,0,before 2015,1,0,10238,,sedan,1,0,0,74,11,1
female,minority,none,upper class,0.685409045,1,after 2015,1,1,10238,11000,sedan,1,0,0,72,15,0
female,majority,high school,working class,0.300628886,1,before 2015,0,1,10238,12000,sedan,0,0,0,32,9,0
female,majority,university,upper class,0.550144013,1,before 2015,1,1,10238,7000,sedan,2,0,0,70,16,0
male,minority,high school,upper class,0.677890459,1,before 2015,1,1,32765,10000,sedan,8,4,4,77,33,0
female,minority,university,upper class,0.601312251,1,before 2015,1,1,32765,8000,sedan,2,0,0,77,19,0
female,minority,none,poverty,0.343797514,0,before 2015,0,1,32765,,sedan,0,0,0,17,6,0
female,majority,high school,middle class,0.487377519,0,before 2015,1,1,92101,9000,sedan,3,0,2,53,29,0
female,majority,university,upper class,0.67185685,1,before 2015,1,0,10238,12000,sedan,1,0,2,29,10,0
male,majority,high school,middle class,0.635082135,1,before 2015,1,1,10238,,sedan,2,0,3,49,28,0
male,majority,university,upper class,0.744211521,1,before 2015,1,1,32765,5000,sedan,9,0,1,46,20,0
male,majority,university,upper class,0.612666155,1,before 2015,1,1,32765,6000,sedan,0,0,0,33,2,0
female,majority,high school,middle class,0.458099459,1,before 2015,1,1,10238,8000,sedan,1,0,1,72,15,0
male,majority,high school,upper class,0.684690671,1,after 2015,1,0,10238,11000,sedan,2,1,6,46,26,0
male,majority,high school,poverty,0.294913991,0,before 2015,0,0,10238,15000,sedan,0,0,0,23,2,1
female,majority,university,upper class,0.764539147,1,before 2015,0,1,32765,7000,sedan,5,0,1,35,19,0
female,majority,none,poverty,0.292564974,0,before 2015,0,0,32765,13000,sedan,0,0,0,23,6,0
female,minority,high school,middle class,0.510362381,1,before 2015,0,1,10238,,sedan,0,0,0,24,5,1
female,majority,none,working class,0.375248234,1,before 2015,1,1,10238,13000,sedan,0,0,0,33,8,0
male,majority,high school,poverty,0.360005051,0,after 2015,0,1,10238,,sedan,0,0,0,19,6,0
male,majority,university,working class,0.448069858,0,before 2015,0,0,10238,14000,sedan,0,0,0,17,7,1
female,majority,high school,poverty,0.372234575,0,before 2015,0,0,10238,15000,sedan,0,0,0,16,7,1
female,majority,high school,poverty,0.244133263,0,before 2015,1,1,10238,11000,sedan,0,0,0,22,0,1
male,majority,university,upper class,0.515709385,1,after 2015,1,1,10238,11000,sports car,2,0,4,65,35,0
female,majority,university,upper class,0.618300294,1,after 2015,1,1,92101,13000,sedan,0,0,0,31,6,0
male,majority,high school,middle class,0.477962613,1,before 2015,1,1,10238,10000,sedan,7,0,5,68,31,0
female,majority,high school,poverty,0.412393402,1,before 2015,0,0,10238,14000,sedan,0,0,0,16,5,1
male,majority,university,middle class,0.571724625,1,before 2015,0,1,32765,15000,sedan,2,2,1,40,23,0
female,majority,none,poverty,0.373351589,1,before 2015,0,0,10238,12000,sedan,0,0,0,18,1,1
female,majority,high school,working class,0.469090521,1,before 2015,1,1,32765,3000,sedan,4,0,2,60,28,0
male,majority,high school,poverty,0.299202918,1,before 2015,1,0,10238,14000,sedan,0,0,0,22,8,0
male,majority,high school,upper class,0.701891245,1,before 2015,1,1,10238,8000,sedan,3,1,7,66,31,0
female,majority,none,working class,0.491038013,1,before 2015,0,1,10238,16000,sedan,0,0,0,39,17,1
male,majority,university,upper class,0.645129578,1,before 2015,0,1,10238,14000,sedan,0,0,0,32,15,1
male,majority,none,poverty,0.31745317,0,before 2015,0,0,32765,15000,sedan,0,0,0,21,9,1
female,majority,high school,poverty,0.38361408,0,after 2015,0,0,10238,15000,sedan,1,0,0,29,13,0
female,majority,high school,upper class,0.67623617,0,before 2015,1,1,32765,9000,sedan,0,0,0,63,4,1
female,majority,none,poverty,0.389885723,0,before 2015,0,0,32765,11000,sedan,0,0,0,16,5,1
female,majority,high school,working class,0.450363459,0,before 2015,0,0,32765,7000,sedan,2,0,0,56,28,0
female,majority,university,upper class,0.522397513,1,before 2015,1,1,10238,8000,sedan,3,0,0,31,17,0
male,majority,university,poverty,0.317171056,0,before 2015,0,0,10238,13000,sedan,0,0,0,25,5,1
male,majority,high school,working class,0.322569494,1,before 2015,1,0,10238,,sedan,0,0,0,22,5,1
male,minority,high school,working class,,0,before 2015,0,0,10238,15000,sedan,0,0,0,21,0,1
male,majority,university,upper class,0.758055177,1,before 2015,0,1,92101,13000,sedan,2,0,1,29,12,1
female,majority,high school,upper class,0.506304851,1,after 2015,0,1,10238,14000,sedan,0,0,2,42,15,0
male,majority,high school,upper class,0.623859584,1,before 2015,1,0,32765,9000,sedan,5,0,1,34,13,0
female,majority,high school,upper class,,0,before 2015,0,1,10238,12000,sedan,2,1,5,69,34,0
female,majority,university,upper class,0.563812463,1,before 2015,1,1,92101,13000,sedan,0,0,1,57,25,0
female,majority,high school,poverty,0.358633274,1,before 2015,0,0,10238,15000,sedan,0,0,0,21,4,0
male,majority,none,poverty,0.208433852,1,before 2015,0,1,10238,17000,sedan,0,0,0,27,3,1
male,majority,university,middle class,0.459588364,0,before 2015,1,1,32765,8000,sedan,7,0,1,61,20,0
female,minority,high school,upper class,,1,after 2015,0,0,10238,17000,sedan,0,0,0,36,4,0
male,majority,none,working class,0.575609703,0,before 2015,0,1,10238,12000,sedan,3,1,4,39,19,1
male,majority,high school,poverty,0.408631309,0,before 2015,1,0,10238,,sedan,0,0,0,25,0,1
female,majority,university,upper class,,0,before 2015,1,1,10238,11000,sedan,0,1,0,36,12,0
female,majority,high school,working class,,1,before 2015,1,1,21217,11000,sedan,5,1,0,28,19,1
female,majority,university,upper class,0.704615522,0,after 2015,0,0,10238,14000,sedan,3,2,1,40,22,0
female,majority,university,upper class,0.589319755,1,before 2015,1,1,32765,9000,sedan,0,0,0,76,3,0
female,majority,university,upper class,0.774458361,1,before 2015,0,1,10238,,sedan,3,0,0,53,27,0
female,majority,high school,working class,0.254423262,1,before 2015,0,0,10238,11000,sports car,0,1,0,33,19,0
male,majority,university,upper class,0.694698694,1,after 2015,1,1,32765,7000,sedan,4,0,1,44,15,0
male,majority,high school,middle class,0.468193641,1,before 2015,1,0,10238,10000,sports car,2,0,1,39,11,0
female,majority,high school,working class,0.377420391,1,before 2015,0,1,92101,,sedan,1,0,0,31,13,0
male,majority,university,working class,0.347138229,1,before 2015,0,1,32765,,sedan,0,0,0,19,1,1
male,majority,university,upper class,0.472408921,1,before 2015,0,1,32765,11000,sedan,2,0,1,37,18,0
male,majority,high school,upper class,0.586645344,1,after 2015,0,1,32765,7000,sedan,0,0,0,73,8,0
female,majority,high school,middle class,0.661584142,1,before 2015,0,1,32765,12000,sedan,5,0,0,60,29,0
female,majority,university,upper class,,1,after 2015,1,1,10238,10000,sedan,1,0,2,73,39,0
female,majority,none,upper class,,1,before 2015,1,0,32765,14000,sedan,2,1,0,79,37,0
female,majority,high school,upper class,0.613891076,1,after 2015,1,1,10238,,sedan,2,0,0,78,33,0
male,majority,none,poverty,0.408705611,0,before 2015,0,1,10238,16000,sedan,1,1,3,42,23,0
male,majority,high school,working class,0.252170769,1,before 2015,1,1,10238,11000,sedan,0,0,0,27,5,0
male,majority,university,upper class,0.514562538,1,after 2015,1,0,32765,9000,sedan,0,0,0,21,8,0
male,majority,university,upper class,0.557840327,1,after 2015,1,1,10238,10000,sedan,2,0,0,35,19,0
male,minority,high school,working class,0.268187245,1,before 2015,0,1,10238,9000,sedan,1,1,4,33,12,0
male,majority,university,upper class,0.564365971,1,after 2015,1,1,32765,8000,sedan,9,1,1,79,32,0
male,majority,high school,middle class,0.364895289,1,before 2015,1,1,32765,9000,sedan,5,1,1,34,10,1
male,majority,high school,poverty,0.203690934,1,before 2015,0,0,10238,14000,sedan,0,0,0,17,9,1
female,majority,university,upper class,0.499361265,1,before 2015,1,1,10238,7000,sedan,2,0,1,76,24,0
male,majority,university,upper class,0.562059268,1,after 2015,1,1,32765,8000,sedan,1,1,0,36,12,0
male,majority,high school,upper class,0.727055231,1,after 2015,1,1,10238,13000,sedan,1,0,1,55,16,0
male,majority,university,upper class,,0,before 2015,0,1,32765,11000,sedan,0,0,0,66,9,1
female,majority,high school,upper class,0.449297267,1,after 2015,1,1,32765,3000,sedan,8,0,2,74,28,0
male,majority,none,working class,0.292203144,1,before 2015,1,0,10238,12000,sedan,0,0,0,42,1,0
male,majority,none,working class,,0,before 2015,0,1,10238,14000,sedan,2,0,1,28,11,1
female,majority,high school,middle class,0.552577033,1,before 2015,1,1,10238,10000,sedan,0,0,0,29,12,0
male,majority,none,poverty,0.227648088,1,before 2015,0,1,32765,12000,sedan,3,0,0,30,14,1
female,majority,university,upper class,0.530690779,0,after 2015,0,0,10238,17000,sedan,0,0,3,33,16,1
female,majority,none,poverty,0.345466205,0,before 2015,0,1,32765,6000,sedan,0,0,0,20,7,1
female,majority,university,upper class,0.592809596,1,after 2015,0,1,32765,10000,sports car,4,0,0,49,20,0
male,majority,high school,middle class,0.640543347,1,before 2015,1,1,10238,11000,sedan,1,0,1,38,15,0
female,majority,high school,upper class,0.703991085,0,before 2015,1,0,92101,13000,sedan,0,1,0,60,26,1
female,majority,high school,upper class,0.515614909,1,before 2015,1,1,10238,,sedan,1,0,6,66,40,0
male,majority,university,middle class,0.536366006,1,before 2015,0,0,10238,13000,sedan,0,0,0,29,4,1
female,majority,university,upper class,0.606497557,1,after 2015,1,1,10238,9000,sedan,0,0,1,79,40,0
female,majority,high school,middle class,0.659467954,1,before 2015,0,1,10238,12000,sedan,0,1,1,51,20,0
male,majority,university,upper class,0.549609032,1,before 2015,1,1,10238,9000,sedan,2,1,3,63,19,0
male,majority,university,upper class,0.713373976,0,before 2015,0,0,10238,10000,sedan,4,0,1,60,14,0
male,majority,university,upper class,0.659756271,1,before 2015,1,1,32765,3000,sedan,14,0,3,73,35,0
male,majority,high school,poverty,0.331144408,0,before 2015,0,0,92101,15000,sedan,0,0,0,18,3,1
female,majority,high school,upper class,0.730677463,1,after 2015,1,1,10238,13000,sedan,0,0,0,70,7,0
male,majority,high school,middle class,0.47163991,1,before 2015,0,1,10238,15000,sedan,1,1,2,56,27,0
female,majority,high school,working class,0.4009858,0,before 2015,0,1,10238,12000,sedan,1,0,0,30,13,1
female,majority,high school,middle class,0.572787253,1,after 2015,0,0,10238,15000,sedan,1,0,0,52,17,0
female,majority,none,working class,0.323703379,0,before 2015,1,1,10238,14000,sedan,0,0,0,42,21,0
male,majority,high school,middle class,,1,before 2015,0,0,32765,15000,sports car,0,0,0,27,6,1
male,minority,university,upper class,0.602301385,1,before 2015,1,0,32765,11000,sedan,2,0,0,34,17,1
female,majority,university,working class,0.523864857,1,after 2015,1,1,10238,9000,sedan,0,0,0,35,1,0
female,majority,university,upper class,0.681711015,1,before 2015,0,1,10238,13000,sedan,1,1,3,41,23,0
male,majority,university,upper class,0.585131298,1,before 2015,1,1,32765,4000,sedan,0,0,0,73,8,0
male,majority,university,poverty,0.156573278,1,before 2015,1,0,10238,10000,sports car,0,0,2,31,12,0
male,majority,university,upper class,,0,after 2015,1,0,92101,10000,sedan,9,0,3,71,38,0
male,majority,none,working class,0.349387224,0,before 2015,0,1,10238,16000,sedan,3,1,0,53,26,0
male,majority,none,working class,0.581589095,1,before 2015,0,0,10238,18000,sedan,1,1,3,62,23,0
female,majority,none,working class,0.352447517,0,before 2015,0,1,32765,8000,sedan,1,0,0,34,13,0
male,majority,high school,poverty,0.526643644,1,before 2015,0,0,10238,16000,sedan,1,0,0,33,18,1
female,minority,none,poverty,0.422712717,0,before 2015,1,1,32765,4000,sedan,0,0,0,18,2,1
male,majority,university,working class,0.366542141,1,before 2015,0,1,10238,14000,sedan,0,0,4,36,13,0
female,majority,none,poverty,0.36889837,0,before 2015,0,0,10238,,sedan,0,0,0,27,0,1
male,majority,high school,upper class,0.522170544,1,before 2015,0,1,32765,9000,sedan,6,0,3,31,18,0
male,majority,high school,middle class,0.579064258,1,after 2015,1,1,10238,12000,sedan,3,2,4,75,39,0
male,majority,high school,working class,0.637030018,0,after 2015,0,0,10238,13000,sedan,0,0,0,19,4,0
male,majority,university,upper class,0.665187975,0,before 2015,0,1,10238,14000,sedan,2,0,1,57,25,0
male,majority,high school,middle class,0.721755235,0,after 2015,1,0,10238,10000,sedan,1,0,2,26,17,0
female,majority,high school,poverty,0.356751909,1,before 2015,1,1,10238,12000,sedan,1,0,0,26,16,0
male,majority,university,working class,0.651318394,0,before 2015,0,0,10238,13000,sedan,0,0,0,23,5,1
male,minority,none,middle class,0.44291129,1,before 2015,1,1,10238,13000,sedan,6,0,4,66,33,0
female,minority,high school,poverty,0.333927049,1,before 2015,0,1,10238,13000,sedan,0,0,0,34,17,0
male,minority,none,poverty,0.30386345,0,before 2015,1,0,32765,13000,sedan,0,0,0,19,5,1
male,majority,high school,poverty,0.417137904,0,before 2015,0,1,32765,9000,sedan,0,0,0,22,5,1
female,majority,university,upper class,0.705993114,1,before 2015,1,1,32765,10000,sedan,3,1,0,40,25,0
female,majority,none,working class,0.331564066,1,before 2015,1,1,32765,12000,sedan,3,1,1,47,16,0
male,majority,university,middle class,0.6037071,0,before 2015,0,0,10238,17000,sedan,0,0,0,35,3,1
female,majority,high school,poverty,0.498912908,0,before 2015,0,1,10238,,sports car,0,0,0,25,1,1
male,majority,university,upper class,0.662717543,1,before 2015,0,0,10238,11000,sedan,0,0,0,58,2,1
male,majority,university,upper class,0.638866998,1,after 2015,0,0,10238,16000,sedan,3,1,2,41,26,0
female,majority,university,working class,,0,before 2015,0,0,92101,13000,sedan,0,0,0,19,9,1
female,majority,university,upper class,0.55379838,1,after 2015,1,1,10238,11000,sedan,1,0,1,77,32,0
female,majority,university,upper class,0.638272783,1,before 2015,1,1,10238,8000,sedan,3,0,6,44,24,0
male,majority,high school,middle class,0.505155432,1,after 2015,1,1,10238,12000,sedan,1,0,0,40,10,0
female,majority,none,working class,0.274449832,1,before 2015,0,0,10238,11000,sedan,2,0,0,27,19,0
male,majority,none,poverty,0.279041589,0,before 2015,0,0,10238,14000,sports car,0,0,0,23,7,1
female,majority,none,middle class,0.532138928,0,before 2015,0,1,10238,10000,sedan,0,0,0,49,5,0
male,minority,high school,poverty,0.328034404,1,before 2015,0,1,10238,12000,sedan,0,0,0,32,7,0
male,majority,university,upper class,,1,after 2015,0,1,10238,13000,sedan,2,0,3,34,15,0
female,majority,university,upper class,0.536314809,1,before 2015,1,1,32765,11000,sedan,2,0,2,63,21,0
male,majority,high school,working class,0.384969171,1,before 2015,0,1,32765,7000,sedan,4,0,1,35,12,0
male,minority,none,working class,0.338582395,0,before 2015,0,1,32765,10000,sedan,7,1,0,54,21,0
female,majority,high school,middle class,0.552021773,0,before 2015,0,0,10238,22000,sedan,0,0,0,18,5,1
female,majority,high school,middle class,0.469221801,1,before 2015,0,0,32765,,sedan,2,0,2,31,19,1
female,majority,university,upper class,,1,after 2015,1,1,10238,10000,sedan,1,0,0,26,16,0
male,majority,high school,upper class,0.649691908,1,before 2015,1,1,92101,11000,sedan,0,0,1,41,11,1
male,majority,high school,upper class,0.609314635,1,before 2015,1,1,32765,4000,sedan,5,1,3,66,27,0
male,majority,university,upper class,0.506749939,1,after 2015,1,1,10238,7000,sedan,2,1,2,59,22,0
female,majority,none,working class,0.421470789,0,before 2015,0,1,10238,12000,sedan,0,1,0,33,15,1
female,majority,university,working class,0.595837174,0,before 2015,1,1,10238,14000,sedan,0,0,2,58,27,0
female,minority,none,middle class,0.568743424,1,before 2015,0,1,10238,14000,sedan,0,0,0,48,2,0
female,majority,none,poverty,0.357476958,0,before 2015,0,0,92101,13000,sedan,0,0,0,25,3,1
female,majority,university,upper class,0.68740776,1,before 2015,1,1,32765,9000,sedan,0,0,0,33,7,0
female,majority,high school,working class,0.506608218,0,before 2015,1,1,10238,,sports car,1,0,0,44,17,0
male,majority,university,middle class,0.583811179,1,before 2015,1,1,32765,11000,sedan,0,1,0,37,18,0
female,majority,high school,working class,0.315862877,1,before 2015,0,1,10238,11000,sedan,0,0,1,54,11,0
female,majority,high school,upper class,0.426949153,1,before 2015,1,1,32765,6000,sedan,6,1,2,65,39,0
male,majority,university,upper class,0.632620324,1,after 2015,1,1,10238,10000,sedan,0,0,0,67,4,0
male,majority,university,upper class,,0,after 2015,1,1,32765,9000,sedan,0,0,0,46,7,1
female,minority,university,middle class,0.706127533,1,before 2015,0,0,10238,15000,sedan,1,1,0,57,13,0
male,majority,university,upper class,0.648090598,1,before 2015,0,1,32765,8000,sedan,1,0,2,53,12,0
female,majority,university,upper class,,0,after 2015,1,1,10238,11000,sports car,2,1,0,80,34,0
male,majority,high school,middle class,0.546610137,0,before 2015,0,1,10238,,sedan,1,0,3,78,29,0
male,majority,university,middle class,0.685265206,1,before 2015,0,1,10238,17000,sedan,1,0,0,35,12,0
male,majority,none,poverty,0.326987709,0,before 2015,0,1,10238,10000,sedan,0,0,0,22,7,1
female,majority,high school,poverty,,0,before 2015,0,1,92101,8000,sedan,0,0,0,24,2,0
male,majority,high school,working class,0.447280977,1,before 2015,1,1,32765,8000,sedan,4,0,0,50,18,0
female,majority,high school,middle class,0.63738357,1,after 2015,0,0,32765,13000,sedan,2,0,0,60,24,0
female,majority,none,upper class,0.538985633,1,before 2015,1,1,10238,13000,sedan,1,1,6,66,36,0
male,majority,university,upper class,0.620475313,1,after 2015,0,0,10238,20000,sedan,2,0,0,66,23,0
male,majority,high school,upper class,0.621541756,1,after 2015,1,1,10238,,sedan,5,2,6,74,33,0
female,majority,high school,middle class,0.476223019,1,before 2015,1,1,10238,10000,sedan,1,0,0,48,21,0
male,minority,university,upper class,0.53680928,1,before 2015,0,0,32765,10000,sedan,4,1,2,36,16,1
female,majority,university,upper class,0.641355186,1,before 2015,0,0,10238,17000,sedan,0,0,0,22,6,0
female,majority,high school,working class,0.38838568,0,before 2015,0,0,32765,13000,sedan,1,0,0,39,12,1
female,majority,none,middle class,0.416211451,0,before 2015,1,1,10238,12000,sedan,1,0,1,33,16,0
female,majority,university,upper class,0.416311956,1,after 2015,0,1,10238,13000,sedan,0,0,1,60,19,0
female,majority,none,working class,0.372049855,0,before 2015,1,1,10238,11000,sedan,0,0,0,33,8,0
female,majority,university,upper class,0.613740918,1,before 2015,0,0,10238,,sedan,0,0,0,46,4,0
female,majority,university,upper class,,1,before 2015,1,1,32765,6000,sedan,11,1,1,77,32,0
female,majority,high school,upper class,0.716748247,0,before 2015,0,1,32765,9000,sports car,6,0,1,59,28,0
female,majority,high school,working class,0.419153815,0,before 2015,1,1,10238,11000,sedan,1,0,0,32,19,0
