ID,GENDER,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,PAST_ACCIDENTS,AGE,DRIVING_EXPERIENCE,OUTCOME
294,female,none,working class,0.375248234,1,before 2015,1,1,10238,13000,sedan,0,0,33,8,0
295,male,high school,poverty,0.360005051,0,after 2015,0,1,10238,,sedan,0,0,19,6,0
296,male,university,working class,0.448069858,0,before 2015,0,0,10238,14000,sedan,0,0,17,7,1
297,female,high school,poverty,0.372234575,0,before 2015,0,0,10238,15000,sedan,0,0,16,7,1
298,female,high school,poverty,0.244133263,0,before 2015,1,1,10238,11000,sedan,0,0,22,0,1
299,male,university,upper class,0.515709385,1,after 2015,1,1,10238,11000,sports car,2,4,65,35,0
300,female,university,upper class,0.618300294,1,after 2015,1,1,92101,13000,sedan,0,0,31,6,0
301,male,high school,middle class,0.477962613,1,before 2015,1,1,10238,10000,sedan,7,5,68,31,0
302,female,high school,poverty,0.412393402,1,before 2015,0,0,10238,14000,sedan,0,0,16,5,1
303,male,university,middle class,0.571724625,1,before 2015,0,1,32765,15000,sedan,2,1,40,23,0
304,female,none,poverty,0.373351589,1,before 2015,0,0,10238,12000,sedan,0,0,18,1,1
305,female,high school,working class,0.469090521,1,before 2015,1,1,32765,3000,sedan,4,2,60,28,0
306,male,high school,poverty,0.299202918,1,before 2015,1,0,10238,14000,sedan,0,0,22,8,0
307,male,high school,upper class,0.701891245,1,before 2015,1,1,10238,8000,sedan,3,7,66,31,0
308,female,none,working class,0.491038013,1,before 2015,0,1,10238,16000,sedan,0,0,39,17,1
309,male,university,upper class,0.645129578,1,before 2015,0,1,10238,14000,sedan,0,0,32,15,1
310,male,none,poverty,0.31745317,0,before 2015,0,0,32765,15000,sedan,0,0,21,9,1
311,female,high school,poverty,0.38361408,0,after 2015,0,0,10238,15000,sedan,1,0,29,13,0
312,female,high school,upper class,0.67623617,0,before 2015,1,1,32765,9000,sedan,0,0,63,4,1
313,female,none,poverty,0.389885723,0,before 2015,0,0,32765,11000,sedan,0,0,16,5,1
314,female,high school,working class,0.450363459,0,before 2015,0,0,32765,7000,sedan,2,0,56,28,0
315,female,university,upper class,0.522397513,1,before 2015,1,1,10238,8000,sedan,3,0,31,17,0
316,male,university,poverty,0.317171056,0,before 2015,0,0,10238,13000,sedan,0,0,25,5,1
317,male,high school,working class,0.322569494,1,before 2015,1,0,10238,,sedan,0,0,22,5,1
318,male,high school,working class,,0,before 2015,0,0,10238,15000,sedan,0,0,21,0,1
319,male,university,upper class,0.758055177,1,before 2015,0,1,92101,13000,sedan,2,1,29,12,1
320,female,high school,upper class,0.506304851,1,after 2015,0,1,10238,14000,sedan,0,2,42,15,0
321,male,high school,upper class,0.623859584,1,before 2015,1,0,32765,9000,sedan,5,1,34,13,0
322,female,high school,upper class,,0,before 2015,0,1,10238,12000,sedan,2,5,69,34,0
323,female,university,upper class,0.563812463,1,before 2015,1,1,92101,13000,sedan,0,1,57,25,0
324,female,high school,poverty,0.358633274,1,before 2015,0,0,10238,15000,sedan,0,0,21,4,0
325,male,none,poverty,0.208433852,1,before 2015,0,1,10238,17000,sedan,0,0,27,3,1
326,male,university,middle class,0.459588364,0,before 2015,1,1,32765,8000,sedan,7,1,61,20,0
327,female,high school,upper class,,1,after 2015,0,0,10238,17000,sedan,0,0,36,4,0
328,male,none,working class,0.575609703,0,before 2015,0,1,10238,12000,sedan,3,4,39,19,1
329,male,high school,poverty,0.408631309,0,before 2015,1,0,10238,,sedan,0,0,25,0,1
330,female,university,upper class,,0,before 2015,1,1,10238,11000,sedan,0,0,36,12,0
331,female,high school,working class,,1,before 2015,1,1,21217,11000,sedan,5,0,28,19,1
332,female,university,upper class,0.704615522,0,after 2015,0,0,10238,14000,sedan,3,1,40,22,0
333,female,university,upper class,0.589319755,1,before 2015,1,1,32765,9000,sedan,0,0,76,3,0
334,female,university,upper class,0.774458361,1,before 2015,0,1,10238,,sedan,3,0,53,27,0
335,female,high school,working class,0.254423262,1,before 2015,0,0,10238,11000,sports car,0,0,33,19,0
336,male,university,upper class,0.694698694,1,after 2015,1,1,32765,7000,sedan,4,1,44,15,0
337,male,high school,middle class,0.468193641,1,before 2015,1,0,10238,10000,sports car,2,1,39,11,0
338,female,high school,working class,0.377420391,1,before 2015,0,1,92101,,sedan,1,0,31,13,0
339,male,university,working class,0.347138229,1,before 2015,0,1,32765,,sedan,0,0,19,1,1
340,male,university,upper class,0.472408921,1,before 2015,0,1,32765,11000,sedan,2,1,37,18,0
341,male,high school,upper class,0.586645344,1,after 2015,0,1,32765,7000,sedan,0,0,73,8,0
342,female,high school,middle class,0.661584142,1,before 2015,0,1,32765,12000,sedan,5,0,60,29,0
343,female,university,upper class,,1,after 2015,1,1,10238,10000,sedan,1,2,73,39,0
344,female,none,upper class,,1,before 2015,1,0,32765,14000,sedan,2,0,79,37,0
345,female,high school,upper class,0.613891076,1,after 2015,1,1,10238,,sedan,2,0,78,33,0
346,male,none,poverty,0.408705611,0,before 2015,0,1,10238,16000,sedan,1,3,42,23,0
347,male,high school,working class,0.252170769,1,before 2015,1,1,10238,11000,sedan,0,0,27,5,0
348,male,university,upper class,0.514562538,1,after 2015,1,0,32765,9000,sedan,0,0,21,8,0
349,male,university,upper class,0.557840327,1,after 2015,1,1,10238,10000,sedan,2,0,35,19,0
350,male,high school,working class,0.268187245,1,before 2015,0,1,10238,9000,sedan,1,4,33,12,0
351,male,university,upper class,0.564365971,1,after 2015,1,1,32765,8000,sedan,9,1,79,32,0
352,male,high school,middle class,0.364895289,1,before 2015,1,1,32765,9000,sedan,5,1,34,10,1
353,male,high school,poverty,0.203690934,1,before 2015,0,0,10238,14000,sedan,0,0,17,9,1
354,female,university,upper class,0.499361265,1,before 2015,1,1,10238,7000,sedan,2,1,76,24,0
355,male,university,upper class,0.562059268,1,after 2015,1,1,32765,8000,sedan,1,0,36,12,0
356,male,high school,upper class,0.727055231,1,after 2015,1,1,10238,13000,sedan,1,1,55,16,0
357,male,university,upper class,,0,before 2015,0,1,32765,11000,sedan,0,0,66,9,1
358,female,high school,upper class,0.449297267,1,after 2015,1,1,32765,3000,sedan,8,2,74,28,0
359,male,none,working class,0.292203144,1,before 2015,1,0,10238,12000,sedan,0,0,42,1,0
360,male,none,working class,,0,before 2015,0,1,10238,14000,sedan,2,1,28,11,1
361,female,high school,middle class,0.552577033,1,before 2015,1,1,10238,10000,sedan,0,0,29,12,0
362,male,none,poverty,0.227648088,1,before 2015,0,1,32765,12000,sedan,3,0,30,14,1
363,female,university,upper class,0.530690779,0,after 2015,0,0,10238,17000,sedan,0,3,33,16,1
364,female,none,poverty,0.345466205,0,before 2015,0,1,32765,6000,sedan,0,0,20,7,1
365,female,university,upper class,0.592809596,1,after 2015,0,1,32765,10000,sports car,4,0,49,20,0
366,male,high school,middle class,0.640543347,1,before 2015,1,1,10238,11000,sedan,1,1,38,15,0
367,female,high school,upper class,0.703991085,0,before 2015,1,0,92101,13000,sedan,0,0,60,26,1
368,female,high school,upper class,0.515614909,1,before 2015,1,1,10238,,sedan,1,6,66,40,0
369,male,university,middle class,0.536366006,1,before 2015,0,0,10238,13000,sedan,0,0,29,4,1
370,female,university,upper class,0.606497557,1,after 2015,1,1,10238,9000,sedan,0,1,79,40,0
371,female,high school,middle class,0.659467954,1,before 2015,0,1,10238,12000,sedan,0,1,51,20,0
372,male,university,upper class,0.549609032,1,before 2015,1,1,10238,9000,sedan,2,3,63,19,0
373,male,university,upper class,0.713373976,0,before 2015,0,0,10238,10000,sedan,4,1,60,14,0
374,male,university,upper class,0.659756271,1,before 2015,1,1,32765,3000,sedan,14,3,73,35,0
375,male,high school,poverty,0.331144408,0,before 2015,0,0,92101,15000,sedan,0,0,18,3,1
376,female,high school,upper class,0.730677463,1,after 2015,1,1,10238,13000,sedan,0,0,70,7,0
377,male,high school,middle class,0.47163991,1,before 2015,0,1,10238,15000,sedan,1,2,56,27,0
378,female,high school,working class,0.4009858,0,before 2015,0,1,10238,12000,sedan,1,0,30,13,1
379,female,high school,middle class,0.572787253,1,after 2015,0,0,10238,15000,sedan,1,0,52,17,0
380,female,none,working class,0.323703379,0,before 2015,1,1,10238,14000,sedan,0,0,42,21,0
381,male,high school,middle class,,1,before 2015,0,0,32765,15000,sports car,0,0,27,6,1
382,male,university,upper class,0.602301385,1,before 2015,1,0,32765,11000,sedan,2,0,34,17,1
383,female,university,working class,0.523864857,1,after 2015,1,1,10238,9000,sedan,0,0,35,1,0
384,female,university,upper class,0.681711015,1,before 2015,0,1,10238,13000,sedan,1,3,41,23,0
385,male,university,upper class,0.585131298,1,before 2015,1,1,32765,4000,sedan,0,0,73,8,0
386,male,university,poverty,0.156573278,1,before 2015,1,0,10238,10000,sports car,0,2,31,12,0
387,male,university,upper class,,0,after 2015,1,0,92101,10000,sedan,9,3,71,38,0
388,male,none,working class,0.349387224,0,before 2015,0,1,10238,16000,sedan,3,0,53,26,0
389,male,none,working class,0.581589095,1,before 2015,0,0,10238,18000,sedan,1,3,62,23,0
390,female,none,working class,0.352447517,0,before 2015,0,1,32765,8000,sedan,1,0,34,13,0
391,male,high school,poverty,0.526643644,1,before 2015,0,0,10238,16000,sedan,1,0,33,18,1
392,female,none,poverty,0.422712717,0,before 2015,1,1,32765,4000,sedan,0,0,18,2,1
393,male,university,working class,0.366542141,1,before 2015,0,1,10238,14000,sedan,0,4,36,13,0
394,female,none,poverty,0.36889837,0,before 2015,0,0,10238,,sedan,0,0,27,0,1
395,male,high school,upper class,0.522170544,1,before 2015,0,1,32765,9000,sedan,6,3,31,18,0
396,male,high school,middle class,0.579064258,1,after 2015,1,1,10238,12000,sedan,3,4,75,39,0
397,male,high school,working class,0.637030018,0,after 2015,0,0,10238,13000,sedan,0,0,19,4,0
398,male,university,upper class,0.665187975,0,before 2015,0,1,10238,14000,sedan,2,1,57,25,0
399,male,high school,middle class,0.721755235,0,after 2015,1,0,10238,10000,sedan,1,2,26,17,0
400,female,high school,poverty,0.356751909,1,before 2015,1,1,10238,12000,sedan,1,0,26,16,0
401,male,university,working class,0.651318394,0,before 2015,0,0,10238,13000,sedan,0,0,23,5,1
402,male,none,middle class,0.44291129,1,before 2015,1,1,10238,13000,sedan,6,4,66,33,0
403,female,high school,poverty,0.333927049,1,before 2015,0,1,10238,13000,sedan,0,0,34,17,0
404,male,none,poverty,0.30386345,0,before 2015,1,0,32765,13000,sedan,0,0,19,5,1
405,male,high school,poverty,0.417137904,0,before 2015,0,1,32765,9000,sedan,0,0,22,5,1
406,female,university,upper class,0.705993114,1,before 2015,1,1,32765,10000,sedan,3,0,40,25,0
407,female,none,working class,0.331564066,1,before 2015,1,1,32765,12000,sedan,3,1,47,16,0
408,male,university,middle class,0.6037071,0,before 2015,0,0,10238,17000,sedan,0,0,35,3,1
409,female,high school,poverty,0.498912908,0,before 2015,0,1,10238,,sports car,0,0,25,1,1
410,male,university,upper class,0.662717543,1,before 2015,0,0,10238,11000,sedan,0,0,58,2,1
411,male,university,upper class,0.638866998,1,after 2015,0,0,10238,16000,sedan,3,2,41,26,0
412,female,university,working class,,0,before 2015,0,0,92101,13000,sedan,0,0,19,9,1
413,female,university,upper class,0.55379838,1,after 2015,1,1,10238,11000,sedan,1,1,77,32,0
414,female,university,upper class,0.638272783,1,before 2015,1,1,10238,8000,sedan,3,6,44,24,0
415,male,high school,middle class,0.505155432,1,after 2015,1,1,10238,12000,sedan,1,0,40,10,0
416,female,none,working class,0.274449832,1,before 2015,0,0,10238,11000,sedan,2,0,27,19,0
417,male,none,poverty,0.279041589,0,before 2015,0,0,10238,14000,sports car,0,0,23,7,1
418,female,none,middle class,0.532138928,0,before 2015,0,1,10238,10000,sedan,0,0,49,5,0
419,male,high school,poverty,0.328034404,1,before 2015,0,1,10238,12000,sedan,0,0,32,7,0
420,male,university,upper class,,1,after 2015,0,1,10238,13000,sedan,2,3,34,15,0
421,female,university,upper class,0.536314809,1,before 2015,1,1,32765,11000,sedan,2,2,63,21,0
422,male,high school,working class,0.384969171,1,before 2015,0,1,32765,7000,sedan,4,1,35,12,0
423,male,none,working class,0.338582395,0,before 2015,0,1,32765,10000,sedan,7,0,54,21,0
424,female,high school,middle class,0.552021773,0,before 2015,0,0,10238,22000,sedan,0,0,18,5,1
425,female,high school,middle class,0.469221801,1,before 2015,0,0,32765,,sedan,2,2,31,19,1
426,female,university,upper class,,1,after 2015,1,1,10238,10000,sedan,1,0,26,16,0
427,male,high school,upper class,0.649691908,1,before 2015,1,1,92101,11000,sedan,0,1,41,11,1
428,male,high school,upper class,0.609314635,1,before 2015,1,1,32765,4000,sedan,5,3,66,27,0
429,male,university,upper class,0.506749939,1,after 2015,1,1,10238,7000,sedan,2,2,59,22,0
430,female,none,working class,0.421470789,0,before 2015,0,1,10238,12000,sedan,0,0,33,15,1
431,female,university,working class,0.595837174,0,before 2015,1,1,10238,14000,sedan,0,2,58,27,0
432,female,none,middle class,0.568743424,1,before 2015,0,1,10238,14000,sedan,0,0,48,2,0
433,female,none,poverty,0.357476958,0,before 2015,0,0,92101,13000,sedan,0,0,25,3,1
434,female,university,upper class,0.68740776,1,before 2015,1,1,32765,9000,sedan,0,0,33,7,0
435,female,high school,working class,0.506608218,0,before 2015,1,1,10238,,sports car,1,0,44,17,0
436,male,university,middle class,0.583811179,1,before 2015,1,1,32765,11000,sedan,0,0,37,18,0
437,female,high school,working class,0.315862877,1,before 2015,0,1,10238,11000,sedan,0,1,54,11,0
438,female,high school,upper class,0.426949153,1,before 2015,1,1,32765,6000,sedan,6,2,65,39,0
439,male,university,upper class,0.632620324,1,after 2015,1,1,10238,10000,sedan,0,0,67,4,0
440,male,university,upper class,,0,after 2015,1,1,32765,9000,sedan,0,0,46,7,1
441,female,university,middle class,0.706127533,1,before 2015,0,0,10238,15000,sedan,1,0,57,13,0
442,male,university,upper class,0.648090598,1,before 2015,0,1,32765,8000,sedan,1,2,53,12,0
443,female,university,upper class,,0,after 2015,1,1,10238,11000,sports car,2,0,80,34,0
444,male,high school,middle class,0.546610137,0,before 2015,0,1,10238,,sedan,1,3,78,29,0
445,male,university,middle class,0.685265206,1,before 2015,0,1,10238,17000,sedan,1,0,35,12,0
446,male,none,poverty,0.326987709,0,before 2015,0,1,10238,10000,sedan,0,0,22,7,1
447,female,high school,poverty,,0,before 2015,0,1,92101,8000,sedan,0,0,24,2,0
448,male,high school,working class,0.447280977,1,before 2015,1,1,32765,8000,sedan,4,0,50,18,0
449,female,high school,middle class,0.63738357,1,after 2015,0,0,32765,13000,sedan,2,0,60,24,0
450,female,none,upper class,0.538985633,1,before 2015,1,1,10238,13000,sedan,1,6,66,36,0
451,male,university,upper class,0.620475313,1,after 2015,0,0,10238,20000,sedan,2,0,66,23,0
452,male,high school,upper class,0.621541756,1,after 2015,1,1,10238,,sedan,5,6,74,33,0
453,female,high school,middle class,0.476223019,1,before 2015,1,1,10238,10000,sedan,1,0,48,21,0
454,male,university,upper class,0.53680928,1,before 2015,0,0,32765,10000,sedan,4,2,36,16,1
455,female,university,upper class,0.641355186,1,before 2015,0,0,10238,17000,sedan,0,0,22,6,0
456,female,high school,working class,0.38838568,0,before 2015,0,0,32765,13000,sedan,1,0,39,12,1
457,female,none,middle class,0.416211451,0,before 2015,1,1,10238,12000,sedan,1,1,33,16,0
458,female,university,upper class,0.416311956,1,after 2015,0,1,10238,13000,sedan,0,1,60,19,0
459,female,none,working class,0.372049855,0,before 2015,1,1,10238,11000,sedan,0,0,33,8,0
460,female,university,upper class,0.613740918,1,before 2015,0,0,10238,,sedan,0,0,46,4,0
461,female,university,upper class,,1,before 2015,1,1,32765,6000,sedan,11,1,77,32,0
462,female,high school,upper class,0.716748247,0,before 2015,0,1,32765,9000,sports car,6,1,59,28,0
463,female,high school,working class,0.419153815,0,before 2015,1,1,10238,11000,sedan,1,0,32,19,0
464,male,high school,working class,0.251622709,0,before 2015,1,1,10238,12000,sports car,2,1,55,17,0
465,female,high school,poverty,0.290769672,1,before 2015,0,1,92101,14000,sedan,0,0,22,8,1
466,male,none,working class,0.410986961,0,before 2015,0,1,10238,12000,sedan,0,6,52,29,0
467,female,high school,upper class,0.753201898,1,after 2015,1,1,10238,,sedan,0,0,51,4,0
468,male,university,upper class,0.455713219,1,after 2015,1,0,10238,13000,sedan,3,1,53,22,0
469,male,high school,upper class,0.558262865,1,before 2015,1,0,10238,13000,sedan,2,3,48,20,0
470,female,university,upper class,0.692734458,0,after 2015,1,1,10238,9000,sedan,1,1,36,12,0
471,male,high school,working class,0.368544726,0,before 2015,1,1,10238,9000,sedan,0,0,54,2,1
472,male,university,working class,,0,before 2015,1,0,10238,15000,sedan,1,1,37,11,0
473,male,none,upper class,0.574534503,1,after 2015,0,1,10238,16000,sedan,1,0,44,23,0
474,male,none,poverty,0.337655738,0,before 2015,0,0,10238,,sedan,2,0,37,19,0
475,female,university,upper class,0.586355767,1,before 2015,1,1,32765,8000,sedan,2,1,77,12,0
476,female,university,upper class,0.575576756,1,after 2015,1,0,32765,15000,sedan,1,1,44,26,0
477,female,university,upper class,0.552264023,1,before 2015,0,0,10238,17000,sedan,0,0,29,11,0
478,female,university,upper class,0.656994532,1,after 2015,0,1,32765,10000,sedan,5,1,71,27,0
479,male,high school,working class,0.389233759,0,before 2015,0,0,10238,16000,sedan,2,0,31,12,1
480,female,high school,middle class,,0,after 2015,0,0,10238,19000,sedan,0,0,64,2,1
481,male,university,upper class,0.73732109,0,before 2015,1,1,10238,11000,sedan,4,4,48,28,1
482,female,university,upper class,0.637347458,1,after 2015,0,0,10238,16000,sedan,0,0,26,9,0
483,male,none,poverty,0.187110162,0,before 2015,0,0,10238,13000,sedan,0,0,18,1,1
484,male,high school,working class,0.519225017,1,before 2015,0,0,32765,11000,sedan,1,0,36,10,0
485,female,none,working class,0.394220679,0,before 2015,0,1,10238,13000,sedan,1,2,35,12,1
486,male,university,upper class,0.626302285,1,before 2015,1,1,32765,8000,sedan,7,3,51,20,1
487,male,university,middle class,0.414807631,0,before 2015,0,0,10238,13000,sedan,0,0,20,6,1
488,male,university,middle class,0.490482319,1,before 2015,0,0,10238,18000,sedan,0,2,45,22,0
489,male,none,upper class,0.590549596,0,after 2015,1,1,32765,12000,sedan,4,2,65,21,1
490,female,high school,working class,0.438010384,0,after 2015,0,1,10238,13000,sedan,1,1,40,25,0
491,male,university,upper class,0.694265214,1,after 2015,1,1,92101,11000,sedan,3,1,67,21,0
492,female,high school,poverty,0.099655226,1,after 2015,0,0,10238,13000,sedan,1,1,34,13,0
493,male,high school,working class,,0,before 2015,1,1,92101,7000,sedan,3,1,27,17,0
494,male,high school,upper class,0.634376373,1,after 2015,1,1,10238,12000,sedan,6,3,71,30,0
495,male,none,poverty,0.422031533,1,before 2015,0,1,92101,11000,sedan,1,0,37,11,0
496,male,university,upper class,0.584163863,1,after 2015,1,1,10238,9000,sedan,10,3,78,39,0
497,male,none,working class,0.486986217,0,before 2015,0,0,92101,,sedan,0,0,16,1,0
498,female,university,working class,0.529996388,1,before 2015,1,1,32765,8000,sedan,1,1,37,17,0
499,female,high school,upper class,,1,after 2015,1,1,10238,7000,sedan,1,2,77,16,0
500,female,none,working class,,1,before 2015,0,1,10238,9000,sedan,2,0,37,17,0
501,male,high school,upper class,0.694460725,1,before 2015,1,1,92101,,sedan,0,0,48,1,1
