countyname,neighborname
"Apache County, AZ","San Juan County, NM"
"Apache County, AZ","San Juan County, UT"
"Cochise County, AZ","Cochise County, AZ"
"Cochise County, AZ","Graham County, AZ"
"Cochise County, AZ","Greenlee County, AZ"
"Cochise County, AZ","Pima County, AZ"
"Cochise County, AZ","Santa Cruz County, AZ"
"Cochise County, AZ","Hidalgo County, NM"
"Coconino County, AZ","Coconino County, AZ"
"Coconino County, AZ","Gila County, AZ"
"Coconino County, AZ","Mohave County, AZ"
"Coconino County, AZ","Navajo County, AZ"
"Coconino County, AZ","Yavapai County, AZ"
"Coconino County, AZ","Kane County, UT"
"Coconino County, AZ","San Juan County, UT"
"Gila County, AZ","Coconino County, AZ"
"Gila County, AZ","Gila County, AZ"
"Gila County, AZ","Graham County, AZ"
"Gila County, AZ","Maricopa County, AZ"
"Gila County, AZ","Navajo County, AZ"
"Gila County, AZ","Pinal County, AZ"
"Gila County, AZ","Yavapai County, AZ"
"Graham County, AZ","Apache County, AZ"
"Graham County, AZ","Cochise County, AZ"
"Graham County, AZ","Gila County, AZ"
"Graham County, AZ","Graham County, AZ"
"Graham County, AZ","Greenlee County, AZ"
"Graham County, AZ","Navajo County, AZ"
"Graham County, AZ","Pima County, AZ"
"Graham County, AZ","Pinal County, AZ"
"Greenlee County, AZ","Apache County, AZ"
"Greenlee County, AZ","Cochise County, AZ"
"Greenlee County, AZ","Graham County, AZ"
"Greenlee County, AZ","Greenlee County, AZ"
"Greenlee County, AZ","Catron County, NM"
"Greenlee County, AZ","Grant County, NM"
"Greenlee County, AZ","Hidalgo County, NM"
"La Paz County, AZ","La Paz County, AZ"
"La Paz County, AZ","Maricopa County, AZ"
"La Paz County, AZ","Mohave County, AZ"
"La Paz County, AZ","Yavapai County, AZ"
"La Paz County, AZ","Yuma County, AZ"
"La Paz County, AZ","Imperial County, CA"
"La Paz County, AZ","Riverside County, CA"
"La Paz County, AZ","San Bernardino County, CA"
"Maricopa County, AZ","Gila County, AZ"
"Maricopa County, AZ","La Paz County, AZ"
"Maricopa County, AZ","Maricopa County, AZ"
"Maricopa County, AZ","Pima County, AZ"
"Maricopa County, AZ","Pinal County, AZ"
"Maricopa County, AZ","Yavapai County, AZ"
"Maricopa County, AZ","Yuma County, AZ"
"Mohave County, AZ","Coconino County, AZ"
"Mohave County, AZ","La Paz County, AZ"
"Mohave County, AZ","Mohave County, AZ"
"Mohave County, AZ","Yavapai County, AZ"
"Mohave County, AZ","San Bernardino County, CA"
"Mohave County, AZ","Clark County, NV"
"Mohave County, AZ","Lincoln County, NV"
"Mohave County, AZ","Kane County, UT"
"Mohave County, AZ","Washington County, UT"
"Navajo County, AZ","Apache County, AZ"
"Navajo County, AZ","Coconino County, AZ"
"Navajo County, AZ","Gila County, AZ"
"Navajo County, AZ","Graham County, AZ"
"Navajo County, AZ","Navajo County, AZ"
"Navajo County, AZ","San Juan County, UT"
"Pima County, AZ","Cochise County, AZ"
"Pima County, AZ","Graham County, AZ"
"Pima County, AZ","Maricopa County, AZ"
"Pima County, AZ","Pima County, AZ"
"Pima County, AZ","Pinal County, AZ"
"Pima County, AZ","Santa Cruz County, AZ"
"Pima County, AZ","Yuma County, AZ"
"Pinal County, AZ","Gila County, AZ"
"Pinal County, AZ","Graham County, AZ"
"Pinal County, AZ","Maricopa County, AZ"
"Pinal County, AZ","Pima County, AZ"
"Pinal County, AZ","Pinal County, AZ"
"Santa Cruz County, AZ","Cochise County, AZ"
"Santa Cruz County, AZ","Pima County, AZ"
"Santa Cruz County, AZ","Santa Cruz County, AZ"
"Yavapai County, AZ","Coconino County, AZ"
"Yavapai County, AZ","Gila County, AZ"
"Yavapai County, AZ","La Paz County, AZ"
"Yavapai County, AZ","Maricopa County, AZ"
"Yavapai County, AZ","Mohave County, AZ"
"Yavapai County, AZ","Yavapai County, AZ"
"Yuma County, AZ","La Paz County, AZ"
"Yuma County, AZ","Maricopa County, AZ"
"Yuma County, AZ","Pima County, AZ"
"Yuma County, AZ","Yuma County, AZ"
"Yuma County, AZ","Imperial County, CA"
"Arkansas County, AR","Arkansas County, AR"
"Arkansas County, AR","Desha County, AR"
"Arkansas County, AR","Jefferson County, AR"
"Arkansas County, AR","Lincoln County, AR"
"Arkansas County, AR","Lonoke County, AR"
"Arkansas County, AR","Monroe County, AR"
"Arkansas County, AR","Phillips County, AR"
"Arkansas County, AR","Prairie County, AR"
"Ashley County, AR","Ashley County, AR"
"Ashley County, AR","Bradley County, AR"
"Ashley County, AR","Chicot County, AR"
"Ashley County, AR","Drew County, AR"
"Ashley County, AR","Union County, AR"
"Ashley County, AR","Morehouse Parish, LA"
"Ashley County, AR","Union Parish, LA"
"Baxter County, AR","Baxter County, AR"
"Baxter County, AR","Fulton County, AR"
"Baxter County, AR","Izard County, AR"
"Baxter County, AR","Marion County, AR"
"Baxter County, AR","Searcy County, AR"
"Baxter County, AR","Stone County, AR"
"Baxter County, AR","Ozark County, MO"
"Benton County, AR","Benton County, AR"
"Benton County, AR","Carroll County, AR"
"Benton County, AR","Madison County, AR"
"Benton County, AR","Washington County, AR"
"Benton County, AR","Barry County, MO"
"Benton County, AR","McDonald County, MO"
"Benton County, AR","Adair County, OK"
"Benton County, AR","Delaware County, OK"
"Boone County, AR","Boone County, AR"
"Boone County, AR","Carroll County, AR"
"Boone County, AR","Marion County, AR"
"Boone County, AR","Newton County, AR"
"Boone County, AR","Searcy County, AR"
"Boone County, AR","Taney County, MO"
"Bradley County, AR","Ashley County, AR"
"Bradley County, AR","Bradley County, AR"
"Bradley County, AR","Calhoun County, AR"
"Bradley County, AR","Cleveland County, AR"
"Bradley County, AR","Drew County, AR"
"Bradley County, AR","Union County, AR"
"Calhoun County, AR","Bradley County, AR"
"Calhoun County, AR","Calhoun County, AR"
"Calhoun County, AR","Cleveland County, AR"
"Calhoun County, AR","Dallas County, AR"
"Calhoun County, AR","Ouachita County, AR"
"Calhoun County, AR","Union County, AR"
"Carroll County, AR","Benton County, AR"
"Carroll County, AR","Boone County, AR"
"Carroll County, AR","Carroll County, AR"
"Carroll County, AR","Madison County, AR"
"Carroll County, AR","Newton County, AR"
"Carroll County, AR","Barry County, MO"
"Carroll County, AR","Stone County, MO"
"Carroll County, AR","Taney County, MO"
"Chicot County, AR","Ashley County, AR"
"Chicot County, AR","Chicot County, AR"
"Chicot County, AR","Desha County, AR"
"Chicot County, AR","Drew County, AR"
"Chicot County, AR","East Carroll Parish, LA"
"Chicot County, AR","Morehouse Parish, LA"
"Chicot County, AR","West Carroll Parish, LA"
"Chicot County, AR","Bolivar County, MS"
"Chicot County, AR","Issaquena County, MS"
"Chicot County, AR","Washington County, MS"
"Clark County, AR","Clark County, AR"
"Clark County, AR","Dallas County, AR"
"Clark County, AR","Hot Spring County, AR"
"Clark County, AR","Montgomery County, AR"
"Clark County, AR","Nevada County, AR"
"Clark County, AR","Ouachita County, AR"
"Clark County, AR","Pike County, AR"
"Clay County, AR","Clay County, AR"
"Clay County, AR","Greene County, AR"
"Clay County, AR","Randolph County, AR"
"Clay County, AR","Butler County, MO"
"Clay County, AR","Dunklin County, MO"
"Clay County, AR","Ripley County, MO"
"Cleburne County, AR","Cleburne County, AR"
"Cleburne County, AR","Faulkner County, AR"
"Cleburne County, AR","Independence County, AR"
"Cleburne County, AR","Stone County, AR"
"Cleburne County, AR","Van Buren County, AR"
"Cleburne County, AR","White County, AR"
"Cleveland County, AR","Bradley County, AR"
"Cleveland County, AR","Calhoun County, AR"
"Cleveland County, AR","Cleveland County, AR"
"Cleveland County, AR","Dallas County, AR"
"Cleveland County, AR","Drew County, AR"
"Cleveland County, AR","Grant County, AR"
"Cleveland County, AR","Jefferson County, AR"
"Cleveland County, AR","Lincoln County, AR"
"Columbia County, AR","Columbia County, AR"
"Columbia County, AR","Lafayette County, AR"
"Columbia County, AR","Nevada County, AR"
"Columbia County, AR","Ouachita County, AR"
"Columbia County, AR","Union County, AR"
"Columbia County, AR","Claiborne Parish, LA"
"Columbia County, AR","Webster Parish, LA"
"Conway County, AR","Conway County, AR"
"Conway County, AR","Faulkner County, AR"
"Conway County, AR","Perry County, AR"
"Conway County, AR","Pope County, AR"
"Conway County, AR","Van Buren County, AR"
"Conway County, AR","Yell County, AR"
"Craighead County, AR","Craighead County, AR"
"Craighead County, AR","Greene County, AR"
"Craighead County, AR","Jackson County, AR"
"Craighead County, AR","Lawrence County, AR"
"Craighead County, AR","Mississippi County, AR"
"Craighead County, AR","Poinsett County, AR"
"Craighead County, AR","Dunklin County, MO"
"Crawford County, AR","Crawford County, AR"
"Crawford County, AR","Franklin County, AR"
"Crawford County, AR","Madison County, AR"
"Crawford County, AR","Sebastian County, AR"
"Crawford County, AR","Washington County, AR"
"Crawford County, AR","Adair County, OK"
"Crawford County, AR","Sequoyah County, OK"
"Crittenden County, AR","Crittenden County, AR"
"Crittenden County, AR","Cross County, AR"
"Crittenden County, AR","Lee County, AR"
"Crittenden County, AR","Mississippi County, AR"
"Crittenden County, AR","Poinsett County, AR"
"Crittenden County, AR","St. Francis County, AR"
"Crittenden County, AR","DeSoto County, MS"
"Crittenden County, AR","Tunica County, MS"
"Crittenden County, AR","Shelby County, TN"
"Crittenden County, AR","Tipton County, TN"
"Cross County, AR","Crittenden County, AR"
"Cross County, AR","Cross County, AR"
"Cross County, AR","Jackson County, AR"
"Cross County, AR","Poinsett County, AR"
"Cross County, AR","St. Francis County, AR"
"Cross County, AR","Woodruff County, AR"
"Dallas County, AR","Calhoun County, AR"
"Dallas County, AR","Clark County, AR"
"Dallas County, AR","Cleveland County, AR"
"Dallas County, AR","Dallas County, AR"
"Dallas County, AR","Grant County, AR"
"Dallas County, AR","Hot Spring County, AR"
"Dallas County, AR","Ouachita County, AR"
"Desha County, AR","Arkansas County, AR"
"Desha County, AR","Chicot County, AR"
"Desha County, AR","Desha County, AR"
"Desha County, AR","Drew County, AR"
"Desha County, AR","Lincoln County, AR"
"Desha County, AR","Phillips County, AR"
"Desha County, AR","Bolivar County, MS"
"Drew County, AR","Ashley County, AR"
"Drew County, AR","Bradley County, AR"
"Drew County, AR","Chicot County, AR"
"Drew County, AR","Cleveland County, AR"
"Drew County, AR","Desha County, AR"
"Drew County, AR","Drew County, AR"
"Drew County, AR","Lincoln County, AR"
"Faulkner County, AR","Cleburne County, AR"
"Faulkner County, AR","Conway County, AR"
"Faulkner County, AR","Faulkner County, AR"
"Faulkner County, AR","Lonoke County, AR"
"Faulkner County, AR","Perry County, AR"
"Faulkner County, AR","Pulaski County, AR"
"Faulkner County, AR","Van Buren County, AR"
"Faulkner County, AR","White County, AR"
"Franklin County, AR","Crawford County, AR"
"Franklin County, AR","Franklin County, AR"
"Franklin County, AR","Johnson County, AR"
"Franklin County, AR","Logan County, AR"
"Franklin County, AR","Madison County, AR"
"Franklin County, AR","Sebastian County, AR"
"Fulton County, AR","Baxter County, AR"
"Fulton County, AR","Fulton County, AR"
"Fulton County, AR","Izard County, AR"
"Fulton County, AR","Sharp County, AR"
"Fulton County, AR","Howell County, MO"
"Fulton County, AR","Oregon County, MO"
"Fulton County, AR","Ozark County, MO"
"Garland County, AR","Garland County, AR"
"Garland County, AR","Hot Spring County, AR"
"Garland County, AR","Montgomery County, AR"
"Garland County, AR","Perry County, AR"
"Garland County, AR","Saline County, AR"
"Garland County, AR","Yell County, AR"
"Grant County, AR","Cleveland County, AR"
"Grant County, AR","Dallas County, AR"
"Grant County, AR","Grant County, AR"
"Grant County, AR","Hot Spring County, AR"
"Grant County, AR","Jefferson County, AR"
"Grant County, AR","Pulaski County, AR"
"Grant County, AR","Saline County, AR"
"Greene County, AR","Clay County, AR"
"Greene County, AR","Craighead County, AR"
"Greene County, AR","Greene County, AR"
"Greene County, AR","Lawrence County, AR"
"Greene County, AR","Randolph County, AR"
"Greene County, AR","Dunklin County, MO"
"Hempstead County, AR","Hempstead County, AR"
"Hempstead County, AR","Howard County, AR"
"Hempstead County, AR","Lafayette County, AR"
"Hempstead County, AR","Little River County, AR"
"Hempstead County, AR","Miller County, AR"
"Hempstead County, AR","Nevada County, AR"
"Hempstead County, AR","Pike County, AR"
"Hot Spring County, AR","Clark County, AR"
"Hot Spring County, AR","Dallas County, AR"
"Hot Spring County, AR","Garland County, AR"
"Hot Spring County, AR","Grant County, AR"
"Hot Spring County, AR","Hot Spring County, AR"
"Hot Spring County, AR","Montgomery County, AR"
"Hot Spring County, AR","Saline County, AR"
"Howard County, AR","Hempstead County, AR"
"Howard County, AR","Howard County, AR"
"Howard County, AR","Little River County, AR"
"Howard County, AR","Montgomery County, AR"
"Howard County, AR","Pike County, AR"
"Howard County, AR","Polk County, AR"
"Howard County, AR","Sevier County, AR"
"Independence County, AR","Cleburne County, AR"
"Independence County, AR","Independence County, AR"
"Independence County, AR","Izard County, AR"
"Independence County, AR","Jackson County, AR"
"Independence County, AR","Lawrence County, AR"
"Independence County, AR","Sharp County, AR"
"Independence County, AR","Stone County, AR"
"Independence County, AR","White County, AR"
"Izard County, AR","Baxter County, AR"
"Izard County, AR","Fulton County, AR"
"Izard County, AR","Independence County, AR"
"Izard County, AR","Izard County, AR"
"Izard County, AR","Sharp County, AR"
"Izard County, AR","Stone County, AR"
"Jackson County, AR","Craighead County, AR"
"Jackson County, AR","Cross County, AR"
"Jackson County, AR","Independence County, AR"
"Jackson County, AR","Jackson County, AR"
"Jackson County, AR","Lawrence County, AR"
"Jackson County, AR","Poinsett County, AR"
"Jackson County, AR","White County, AR"
"Jackson County, AR","Woodruff County, AR"
"Jefferson County, AR","Arkansas County, AR"
"Jefferson County, AR","Cleveland County, AR"
"Jefferson County, AR","Grant County, AR"
"Jefferson County, AR","Jefferson County, AR"
"Jefferson County, AR","Lincoln County, AR"
"Jefferson County, AR","Lonoke County, AR"
"Jefferson County, AR","Pulaski County, AR"
"Johnson County, AR","Franklin County, AR"
"Johnson County, AR","Johnson County, AR"
"Johnson County, AR","Logan County, AR"
"Johnson County, AR","Madison County, AR"
"Johnson County, AR","Newton County, AR"
"Johnson County, AR","Pope County, AR"
"Lafayette County, AR","Columbia County, AR"
"Lafayette County, AR","Hempstead County, AR"
"Lafayette County, AR","Lafayette County, AR"
"Lafayette County, AR","Miller County, AR"
"Lafayette County, AR","Nevada County, AR"
"Lafayette County, AR","Bossier Parish, LA"
"Lafayette County, AR","Webster Parish, LA"
"Lawrence County, AR","Craighead County, AR"
"Lawrence County, AR","Greene County, AR"
"Lawrence County, AR","Independence County, AR"
"Lawrence County, AR","Jackson County, AR"
"Lawrence County, AR","Lawrence County, AR"
"Lawrence County, AR","Randolph County, AR"
"Lawrence County, AR","Sharp County, AR"
"Lee County, AR","Crittenden County, AR"
"Lee County, AR","Lee County, AR"
"Lee County, AR","Monroe County, AR"
"Lee County, AR","Phillips County, AR"
"Lee County, AR","St. Francis County, AR"
"Lee County, AR","Tunica County, MS"
"Lincoln County, AR","Arkansas County, AR"
"Lincoln County, AR","Cleveland County, AR"
"Lincoln County, AR","Desha County, AR"
"Lincoln County, AR","Drew County, AR"
"Lincoln County, AR","Jefferson County, AR"
"Lincoln County, AR","Lincoln County, AR"
"Little River County, AR","Hempstead County, AR"
"Little River County, AR","Howard County, AR"
"Little River County, AR","Little River County, AR"
"Little River County, AR","Miller County, AR"
"Little River County, AR","Sevier County, AR"
"Little River County, AR","McCurtain County, OK"
"Little River County, AR","Bowie County, TX"
"Logan County, AR","Franklin County, AR"
"Logan County, AR","Johnson County, AR"
"Logan County, AR","Logan County, AR"
"Logan County, AR","Pope County, AR"
"Logan County, AR","Scott County, AR"
"Logan County, AR","Sebastian County, AR"
"Logan County, AR","Yell County, AR"
"Lonoke County, AR","Arkansas County, AR"
"Lonoke County, AR","Faulkner County, AR"
"Lonoke County, AR","Jefferson County, AR"
"Lonoke County, AR","Lonoke County, AR"
"Lonoke County, AR","Prairie County, AR"
"Lonoke County, AR","Pulaski County, AR"
"Lonoke County, AR","White County, AR"
"Madison County, AR","Benton County, AR"
"Madison County, AR","Carroll County, AR"
"Madison County, AR","Crawford County, AR"
"Madison County, AR","Franklin County, AR"
"Madison County, AR","Johnson County, AR"
"Madison County, AR","Madison County, AR"
"Madison County, AR","Newton County, AR"
"Madison County, AR","Washington County, AR"
"Marion County, AR","Baxter County, AR"
"Marion County, AR","Boone County, AR"
"Marion County, AR","Marion County, AR"
